keyword,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
'Abraham Lincoln',-0.8815406318921493,1.0,0.2776515403590619,1.0,1.0
'Adam Driver',1.3620742281217093,1.0,1.7996981399468368,1.0,1.0
'Affaire Epstein',0.029939824345459935,0.7203314992484368,-0.16026541280110912,0.6416582082582671,113.0
'Alex Pretti',-0.3125632276439928,1.0499308342949991,-0.32131886845930746,0.7976017228761265,53.0
'Ali Khamenei',0.9214069822240956,0.8599682689607222,0.5608484693828457,1.3006380869943235,72.0
'Ali Larijani',0.3872984168852232,1.3150461708790138,0.10818429612076412,0.6661934575899203,28.0
'Amélie de Montchalin',0.13224540121160502,0.8226503597390874,-0.3328038670418232,0.6606310178883866,25.0
'Andrew Windsor',0.25702279356468916,1.7663248139732217,-0.005687499125230477,0.8440471603118809,2.0
'Bad Bunny',1.029430944349983,1.090176712217665,-0.27235873279707484,0.32716034666076027,6.0
'Barack Obama',-0.7342081399583548,1.1214789243609409,-0.09796007163519105,0.5479082030084652,5.0
'Bari Weiss',-0.12710590315675518,1.2618530207506196,-1.0200009631007716,1.189852493875995,3.0
'Bill Clinton',-0.4712152495180855,0.6813280099240083,-0.23112702820522255,1.0520883615604213,10.0
'Bill Gates',-0.15287863616237535,0.49549164043580995,0.25628384566613177,0.8719867093385586,2.0
'Billie Eilish',-1.0536747109304387,1.0,0.15341757992897406,1.0,1.0
'Brigitte Bardot',-0.14852361609865258,0.9228212122297039,-0.20946913130409237,0.8267099891686803,54.0
'Bruce Springsteen',-0.6549781711369149,0.5181961273488987,-0.5734486955557434,0.5234133998477578,5.0
'Bruno Le Maire',0.4828803089731695,1.0,-0.423228841704085,1.0,1.0
'Bruno Retailleau',-0.5593856987729202,0.3218343252803604,-0.5080365404953807,0.10464736345333002,2.0
'Candace Owens',-0.4680620936750368,1.8950453966766305,-0.27308231148429624,0.4571670397491552,3.0
'Caroline Lang',-0.4010756312849192,0.7662131806647532,0.3826216045011828,0.8174388582326932,8.0
'Catherine Pégard',0.3188348541926094,0.599919562782779,0.04963690956982265,0.5845965257074267,10.0
'Chappell Roan',-0.04071040486888262,0.961710173242945,0.0998635015377727,0.630289499020291,13.0
'Charles III',0.5983024197182226,0.4588823345592785,0.18702554359566897,0.21815121173894253,4.0
'Charles Kushner',-0.055046309079900026,0.6921417247124166,-0.10693747937195014,0.5288446761598598,12.0
'Charlie Kirk',-1.490983845473808,1.0,0.09651055871633142,1.0,1.0
'Christophe Gleizes',0.6980616686326662,1.0,-1.3859512032165096,1.0,1.0
'Cilia Flores',0.002084650611170897,0.9884530814463828,0.008724085364566012,0.740470051883173,35.0
'Claire Legendre',0.3382269129599,0.6338692922404424,-0.37018285938656376,0.3153614978998019,6.0
'David Amiel',0.33136240723275295,0.9254173087319827,-0.32833134041009104,1.2371830419917162,4.0
'Delcy Rodriguez',-0.19259752573004635,0.9300525160980846,-0.08487269122396644,0.8164570983669954,32.0
'Delcy Rodríguez',-0.34637324374356443,1.076604005349075,-0.027991985159702998,0.2850755631659357,7.0
'Don Lemon',-0.32628196908673424,0.3069256518487068,0.524685685445677,1.169383137704105,2.0
'Donald Trump',0.03255683206693958,0.9107079482356053,0.1355871976556823,1.4598133309321752,214.0
'Dua Lipa',-0.4315857723581383,1.0,0.26923357070710013,1.0,1.0
'Edouard Philippe',0.12547822421547583,0.22526060691213026,-0.39765234133958416,0.007215937834554761,2.0
'Elie Favrot',0.03492077071711056,1.1136555520648201,0.6514439546839527,0.7522314415466561,3.0
'Elon Musk',-0.5033739727642795,1.1337601782650584,0.4061436980812693,0.7606758839916615,6.0
'Emmanuel Macron',0.06014907106281456,1.131112952072567,-0.1094015668827762,0.8717264355624057,109.0
'Epstein Files',0.10006444724752576,0.7192742744807117,-0.35301599027259123,0.7990977207435618,5.0
'Fabrice Aidan',0.09083895588068462,0.5705261451121166,-0.336496290780762,0.4746434547708388,19.0
'Francesca Albanese',-0.10264870123113672,1.1446795011415165,0.31689158973701653,0.6535718727618809,7.0
'François Mitterrand',-0.20767251851653307,0.9221990320257389,-0.12903202787969756,0.6576092387568121,14.0
'Friedrich Merz',-0.17416724399833317,0.35511007623176716,-0.11601372460795778,0.8442723246655823,3.0
'Gabriel Attal',0.3214067789519363,1.0,-0.3234644230826132,1.0,1.0
'George Clooney',-0.017588379412385002,1.0699531320664066,-0.3071551490211537,0.255461125455819,2.0
'George Floyd',-0.011380536012770158,1.0,-1.0027400342028245,1.0,1.0
'Ghislaine Maxwell',-0.2384623954094898,0.7332727119730247,-0.09722451743054336,0.609402789479214,16.0
'Giorgia Meloni',0.6526530627761494,1.0915104833690987,-0.5978275055842932,0.14862886996430616,2.0
'Gérald Darmanin',0.021545931736665476,1.03475504095558,0.1706097425573932,1.0978167574377147,14.0
'Hillary Clinton',-0.28557109489558513,0.342505509399543,0.0025817484024221182,0.7045468243926115,8.0
'Howard Lutnick',1.048488854185137,1.4173413279757983,0.8855246502185088,1.3476748773075402,2.0
'Ilhan Omar',-0.4872891850459074,0.9366539959426631,0.692913355195708,3.5536411886738826,15.0
'JD Vance',0.7395237329753318,1.0,0.5920188164187344,1.0,1.0
'Jack Lang',-0.1333133550839175,0.7552089072935388,-0.16695628016363484,0.6719782227859096,68.0
'Jack Ma',-0.7485236598598267,0.33678170995800905,-0.45666615278789713,0.7590938234391932,5.0
'Jacob Frey',1.1571740158753019,1.827000006313186,0.05125658572414556,0.9449129120725035,7.0
'James Bond',0.10196787389890753,0.850559735209295,0.17546154894522942,1.071109911660641,14.0
'Jean Castex',-0.12277011700463022,0.9253897115990217,0.36689406875064895,0.9589698900529714,15.0
'Jean-Luc Mélenchon',-0.25531472060426297,0.8907233136722763,0.24159355788375095,1.7234246989520725,36.0
'Jeffrey Epstein',0.023020210653959403,0.8102865561786018,0.10753593911513414,0.7426612492577311,130.0
'Jimmy Kimmel',0.9719508302024346,1.0,-0.6041853294537927,1.0,1.0
'Joe Rogan',-0.5133750132443334,1.0,0.5175652628543898,1.0,1.0
'Jonathan Ross',-0.9337005158474911,0.026652066325022598,0.4225421838486354,2.370585139445572,2.0
'Jordan Bardella',-0.869050061666351,0.8240374621572634,-0.6578842838905692,0.5127749648942083,7.0
'Juan Pablo Guanipa',-0.45064908307941626,0.9720041316199591,-0.3609004752305859,0.23534538888202847,5.0
'Katy Perry',-0.17631575384045708,1.0,-0.44995094452712464,1.0,1.0
'Keir Starmer',0.6523558432882676,0.9766881220290144,-0.004601004265538422,0.6960558186023849,5.0
'Kendrick Lamar',0.3081337925901919,1.0,1.0396213296837558,1.0,1.0
'Kristi Noem',-0.5703496113554444,0.6623320972911882,-0.047357873869123386,2.063466136050266,31.0
'Larry Page',0.5285931976411815,0.8749445823934217,0.3111418993571838,1.084590547872218,2.0
'Larry Summers',-0.055817010131380886,0.15625161549379177,-0.08012613068304002,0.46980175853437256,3.0
'Laurent Nuñez',-0.5910054985733725,1.041695150814252,-0.39992379384632826,0.6701344710908826,2.0
'Les Wexner',0.5264759082636676,0.2556948551866278,-0.04592439518520614,0.1651839981693198,2.0
'Le Pen',-0.03748299022378375,0.12415323377810115,0.4338920124677933,0.03565972333770477,2.0
'Marco Rubio',0.37524502859780823,0.6447055689926889,-0.10313279284491307,0.33840511781357807,4.0
'Maria Corina Machado',0.26839591536668517,1.1140553435430123,0.3649131324055415,1.2723706716881489,7.0
'Marine Le Pen',-0.7797694687969435,0.49352476441868837,-0.2479331377755214,0.6943941332078517,3.0
'Marine Le Pen',-0.28692458288706124,0.21676534857141921,-0.5539742912319829,0.15454928562719633,2.0
'Mark Carney',0.09976837412200291,1.0,0.11831111644540263,1.0,1.0
'Markwayne Mullin',-0.9754113357543704,1.0,-0.7769703727464911,1.0,1.0
'María Corina Machado',-0.4612048799486068,1.1069681632080797,0.011399147580851365,0.7533813701368554,10.0
'Maud Bregeon',0.13582888373127627,1.0135505093880555,-0.17205260852709897,0.6429438421869242,28.0
'Melania Trump',-0.29924940116607907,1.0,0.17817637579316126,1.0,1.0
'Michelle Obama',-0.6270947528652929,2.1958459182253,0.2960869059098462,0.009155536987008274,2.0
'Michelle Williams',-0.21649258116707273,1.0,-0.24139980842924297,1.0,1.0
'Mojtaba Khamenei',0.9900026604043177,1.1033007919921485,0.5869055864092186,0.8738712279072844,54.0
'Nancy Guthrie',-0.4977538493280892,0.9735094072927845,-0.8406353824269652,0.9124343189242761,4.0
'Nick Reiner',-0.3302398437190571,1.0,-0.1699381212460341,1.0,1.0
'Nicolas Maduro',-0.21946449149375888,0.79702533466224,-0.10844543548969365,0.4823057989083285,55.0
'Nicolas Sarkozy',0.801697112666534,1.0,0.8926749795241711,1.0,1.0
'Nicolás Maduro',-0.07485975841898546,1.0550250307123912,-0.10657689580520767,0.6807216194075789,88.0
'Noël Barrot',-0.30487730995018514,0.918984527525888,-0.12678783385090622,0.7512099246817391,50.0
'Olivier Faure',-0.06949484739664805,0.7257726284596141,-0.37433487518553304,0.5087988327718526,21.0
'Pam Bondi',0.3178115684917082,0.8882525690587735,-0.22203397140473866,0.46827605225201896,6.0
'Pete Hegseth',0.3256671479301908,1.0,0.4054907093990418,1.0,1.0
'Peter Attia',0.672781463281573,0.39326500859703056,-0.0925577483449676,0.05446415325260345,2.0
