keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Andrés Manuel López Obrador',fr,Mexiko,#aadd33,#aadd33,1,0.131353741024
'Mojib Latif',fr,Deutschland,#1818e8,#1818e8,1,0.131300340521
'Sucharit Bhakdi',fr,Deutschland,#1818e8,#1818e8,3,0.130104863677
'Michael Ballweg',fr,Deutschland,#1818e8,#1818e8,1,0.129668706538
'Volodymyr Zelenskiy',fr,Ukraine,#e818e8,#e818e8,1,0.127389320456
'Alfred Nobel',fr,Schweden,#ddee11,#ddee11,1,0.127318113302
'Hans Joachim Schellnhuber',fr,Deutschland,#1818e8,#1818e8,1,0.127079780203
'Karl Nehammer',fr,Oesterreich,#5522dd,#5522dd,1,0.126946028108
'Yanis Varoufakis',fr,Griechenland,#1858e8,#1858e8,1,0.124671126243
'Macky Sall',fr,Senegal,#aa33dd,#aa33dd,1,0.123426671059
'Robin Li',fr,China,#e88818,#e88818,2,0.122769090605
'John Roberts',fr,USA,#18e8e8,#18e8e8,1,0.122563721239
'Klaus-Michael Kühne',fr,Deutschland,#1818e8,#1818e8,1,0.120560994674
'Ali Chamenei',fr,Iran,#1144ee,#1144ee,2,0.119089814680
'Patriarch Kyrill',fr,Ukraine,#e818e8,#e818e8,1,0.118577069372
'Paul Gosar',fr,USA,#18e8e8,#18e8e8,1,0.118124642604
'Steffi Lemke',fr,Deutschland,#1818e8,#1818e8,1,0.117698690464
'Alexei Nawalny',fr,Russland,#e81818,#e81818,1,0.116805889737
'Megyn Kell',fr,USA,#18e8e8,#18e8e8,1,0.115808473142
'Prinz Archie',fr,UK,#e838e8,#e838e8,1,0.115655533276
'Ulf Poschardt',fr,Deutschland,#1818e8,#1818e8,1,0.114575012808
'Larry Page',fr,USA,#18e8e8,#18e8e8,1,0.112442846428
'Otmar Issing',fr,EU,#88cc44,#88cc44,1,0.109172821038
'Daniel Dillmann',fr,Deutschland,#1818e8,#1818e8,1,0.108280922387
'Julia Koch',fr,USA,#18e8e8,#18e8e8,1,0.108198013813
'Carl Friedrich Gauß',fr,Deutschland,#1818e8,#1818e8,1,0.106894380731
'Scott Morrison',fr,Australien,#aa9933,#aa9933,1,0.106671791986
'Muhammad bin Zayid Al Nahyan',fr,VAE,#ff33bb,#ff33bb,1,0.106585300650
'Heinrich XIII. Prinz Reuß',fr,Deutschland,#1818e8,#1818e8,1,0.105418163354
'Kardinal Woelki',fr,Deutschland,#1818e8,#1818e8,1,0.104961114968
'Andrea Lindholz',fr,Deutschland,#1818e8,#1818e8,1,0.103316148505
'Maybritt Illner',fr,Deutschland,#1818e8,#1818e8,1,0.102423566216
'Andrew Forrest',fr,Australien,#aa9933,#aa9933,1,0.102085399731
'Christian Drosten',fr,Deutschland,#1818e8,#1818e8,1,0.101807259270
'Benjamin Netanjahu',fr,Israel,#3311cc,#3311cc,1,0.100793601589
'Joana Cotar',fr,Deutschland,#1818e8,#1818e8,1,0.099983010455
'Erik Marquardt',fr,EU,#88cc44,#88cc44,1,0.099719316358
'Steffen Große',fr,Deutschland,#1818e8,#1818e8,2,0.099137074521
'Holger Münch',fr,Deutschland,#1818e8,#1818e8,1,0.099013491484
'Ebrahim Raisi',fr,Iran,#1144ee,#1144ee,1,0.097302725633
'Nikos Androulakis',fr,Griechenland,#1858e8,#1858e8,1,0.096520503910
'Andreas Jödecke',fr,Deutschland,#1818e8,#1818e8,1,0.095208799950
'Alexej Kudrin',fr,Russland,#e81818,#e81818,1,0.095105512902
'Susanne Klatten',fr,Deutschland,#1818e8,#1818e8,1,0.094488339293
'Gregor Gysi',fr,Deutschland,#1818e8,#1818e8,1,0.093774037653
'Daniel Zhang',fr,China,#e88818,#e88818,1,0.093449062686
'Volker Wissing',fr,Deutschland,#1818e8,#1818e8,1,0.093007790365
'Jürgen Grässlin',fr,Deutschland,#1818e8,#1818e8,1,0.092355944176
'Milo Yiannopoulos',fr,UK,#e838e8,#e838e8,1,0.092038784029
'Nicola Sturgeon',fr,UK,#e838e8,#e838e8,1,0.091977099947
'Jitzchak Herzog',fr,Israel,#3311cc,#3311cc,1,0.075176006204
