keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Nicola Beer',fr,EU,#88cc44,#88cc44,1,0.147252041960
'Silvio Berlusconi',fr,Italien,#33dd55,#33dd55,2,0.147238879538
'Thierry Breton',fr,EU,#88cc44,#88cc44,1,0.146327594418
'Yoon Suk-yeol',fr,SüdKorea,#bbff33,#bbff33,3,0.145481018944
'Julian Assange',fr,Australien,#aa9933,#aa9933,1,0.145298271911
'Nick Fuentes',fr,USA,#18e8e8,#18e8e8,1,0.141643479418
'Karl Lauterbach',fr,Deutschland,#1818e8,#1818e8,1,0.141124958636
'Millie Mackintosh',fr,UK,#e838e8,#e838e8,1,0.139499648433
'Stephan Harbarth',fr,Deutschland,#1818e8,#1818e8,1,0.138916267857
'Alexander Lukaschenko',fr,Belarus,#e81858,#e81858,1,0.138829039140
'Michael Kretschmer',fr,Deutschland,#1818e8,#1818e8,1,0.138748936165
'Oliver Blume',fr,Deutschland,#1818e8,#1818e8,1,0.138300011863
'Subrahmanyam Jaishankar',fr,Indien,#995533,#995533,1,0.138200098678
'Sergej Lawrow',fr,Russland,#e81818,#e81818,1,0.137358973512
'MacKenzie Scott',fr,USA,#18e8e8,#18e8e8,1,0.137161966949
'Dalai Lama',fr,Tibet,#ddaa33,#ddaa33,1,0.136811762433
'Barbara Walters',fr,USA,#18e8e8,#18e8e8,1,0.136756273949
'Martin Sonneborn',fr,Deutschland,#1818e8,#1818e8,1,0.136335870511
'Raphael Warnock',fr,USA,#18e8e8,#18e8e8,1,0.136245262520
'Schellnhuber',fr,Deutschland,#1818e8,#1818e8,2,0.135723200874
'Alice Schwarzer',fr,Deutschland,#1818e8,#1818e8,1,0.134004862535
'Miguel Díaz-Canel',fr,Kuba,#dd33aa,#dd33aa,2,0.133776206904
